--2024-03-28 13:05:04--  http://ftp.ru.debian.org/debian/ls-lR.gz
Resolving ftp.ru.debian.org (ftp.ru.debian.org)... 85.143.112.112
Connecting to ftp.ru.debian.org (ftp.ru.debian.org)|85.143.112.112|:80... connected.
HTTP request sent, awaiting response... 200 OK
Length: 17273797 (16M) [application/octet-stream]
Saving to: ‘Dump/ls-lR.gz’

     0K .......... .......... .......... .......... ..........  0%  412K 41s
    50K .......... .......... .......... .......... ..........  0%  915K 29s
   100K .......... .......... .......... .......... ..........  0% 52.0M 20s
   150K .......... .......... .......... .......... ..........  1%  959K 19s
   200K .......... .......... .......... .......... ..........  1% 60.7M 15s
   250K .......... .......... .......... .......... ..........  1%  948K 16s
   300K .......... .......... .......... .......... ..........  2% 87.1M 13s
   350K .......... .......... .......... .......... ..........  2% 90.6M 12s
   400K .......... .......... .......... .......... ..........  2% 61.2M 10s
   450K .......... .......... .......... .......... ..........  2% 92.0M 9s
   500K .......... .......... .......... .......... ..........  3% 92.1M 8s
   550K .......... .......... .......... .......... ..........  3%  992K 9s
   600K .......... .......... .......... .......... ..........  3% 78.1M 8s
   650K .......... .......... .......... .......... ..........  4% 88.4M 8s
   700K .......... .......... .......... .......... ..........  4% 67.7M 7s
   750K .......... .......... .......... .......... ..........  4% 47.8M 7s
   800K .......... .......... .......... .......... ..........  5% 90.9M 6s
   850K .......... .......... .......... .......... ..........  5% 76.3M 6s
   900K .......... .......... .......... .......... ..........  5% 99.6M 6s
   950K .......... .......... .......... .......... ..........  5% 85.6M 5s
  1000K .......... .......... .......... .......... ..........  6% 96.5M 5s
  1050K .......... .......... .......... .......... ..........  6%  103M 5s
  1100K .......... .......... .......... .......... ..........  6% 1.04M 5s
  1150K .......... .......... .......... .......... ..........  7%  123M 5s
  1200K .......... .......... .......... .......... ..........  7%  132M 5s
  1250K .......... .......... .......... .......... ..........  7%  142M 5s
  1300K .......... .......... .......... .......... ..........  8%  133M 4s
  1350K .......... .......... .......... .......... ..........  8%  148M 4s
  1400K .......... .......... .......... .......... ..........  8% 84.5M 4s
  1450K .......... .......... .......... .......... ..........  8%  127M 4s
  1500K .......... .......... .......... .......... ..........  9%  112M 4s
  1550K .......... .......... .......... .......... ..........  9%  126M 4s
  1600K .......... .......... .......... .......... ..........  9%  129M 4s
  1650K .......... .......... .......... .......... .......... 10% 68.6M 4s
  1700K .......... .......... .......... .......... .......... 10% 55.0M 3s
  1750K .......... .......... .......... .......... .......... 10%  128M 3s
  1800K .......... .......... .......... .......... .......... 10%  130M 3s
  1850K .......... .......... .......... .......... .......... 11%  158M 3s
  1900K .......... .......... .......... .......... .......... 11%  121M 3s
