--2024-03-27 23:05:01--  http://ftp.ru.debian.org/debian/indices/files/typical.files
Resolving ftp.ru.debian.org (ftp.ru.debian.org)... 85.143.112.112
Connecting to ftp.ru.debian.org (ftp.ru.debian.org)|85.143.112.112|:80... connected.
HTTP request sent, awaiting response... 200 OK
Length: 51285296 (49M) [application/octet-stream]
Saving to: ‘Dump/typical.files’

     0K .......... .......... .......... .......... ..........  0%  450K 1m51s
    50K .......... .......... .......... .......... ..........  0%  869K 84s
   100K .......... .......... .......... .......... ..........  0% 58.4M 56s
   150K .......... .......... .......... .......... ..........  0%  917K 56s
   200K .......... .......... .......... .......... ..........  0% 23.6M 45s
   250K .......... .......... .......... .......... ..........  0% 21.6M 38s
   300K .......... .......... .......... .......... ..........  0% 26.0M 33s
   350K .......... .......... .......... .......... ..........  0% 30.2M 29s
   400K .......... .......... .......... .......... ..........  0% 1.05M 31s
   450K .......... .......... .......... .......... ..........  0%  110M 28s
   500K .......... .......... .......... .......... ..........  1% 61.1M 25s
   550K .......... .......... .......... .......... ..........  1% 71.4M 23s
   600K .......... .......... .......... .......... ..........  1%  146M 21s
   650K .......... .......... .......... .......... ..........  1%  215M 20s
   700K .......... .......... .......... .......... ..........  1%  188M 18s
   750K .......... .......... .......... .......... ..........  1%  133M 17s
   800K .......... .......... .......... .......... ..........  1%  986K 19s
   850K .......... .......... .......... .......... ..........  1%  148M 18s
   900K .......... .......... .......... .......... ..........  1%  126M 17s
   950K .......... .......... .......... .......... ..........  1%  114M 16s
  1000K .......... .......... .......... .......... ..........  2%  120M 16s
  1050K .......... .......... .......... .......... ..........  2% 68.6M 15s
  1100K .......... .......... .......... .......... ..........  2%  146M 14s
  1150K .......... .......... .......... .......... ..........  2%  139M 14s
  1200K .......... .......... .......... .......... ..........  2%  117M 13s
  1250K .......... .......... .......... .......... ..........  2%  115M 13s
  1300K .......... .......... .......... .......... ..........  2%  123M 12s
  1350K .......... .......... .......... .......... ..........  2% 89.3M 12s
  1400K .......... .......... .......... .......... ..........  2%  157M 11s
  1450K .......... .......... .......... .......... ..........  2%  126M 11s
  1500K .......... .......... .......... .......... ..........  3% 67.0M 11s
  1550K .......... .......... .......... .......... ..........  3%  146M 10s
  1600K .......... .......... .......... .......... ..........  3%  121M 10s
  1650K .......... .......... .......... .......... ..........  3% 1.03M 11s
  1700K .......... .......... .......... .......... ..........  3% 86.0M 11s
  1750K .......... .......... .......... .......... ..........  3%  106M 10s
  1800K .......... .......... .......... .......... ..........  3% 62.5M 10s
  1850K .......... .......... .......... .......... ..........  3% 33.7M 10s
  1900K .......... .......... .......... .......... ..........  3%  126M 10s
  1950K .......... .......... .......... .......... ..........  3%  131M 9s
  2000K .......... .......... .......... .......... ..........  4%  146M 9s
  2050K .......... .......... .......... .......... ..........  4%  100M 9s
  2100K .......... .......... .......... .......... ..........  4%  131M 9s
  2150K .......... .......... .......... .......... ..........  4%  113M 9s
  2200K .......... .......... .......... .......... ..........  4%  130M 8s
  2250K .......... .......... .......... .......... ..........  4%  110M 8s
  2300K .......... .......... .......... .......... ..........  4%  121M 8s
  2350K .......... .......... .......... .......... ..........  4%  170M 8s
  2400K .......... .......... .......... .......... ..........  4%  166M 8s
