--2024-03-29 08:30:03--  http://ftp.ru.debian.org/debian/indices/md5sums.gz
Resolving ftp.ru.debian.org (ftp.ru.debian.org)... 85.143.112.112
Connecting to ftp.ru.debian.org (ftp.ru.debian.org)|85.143.112.112|:80... connected.
HTTP request sent, awaiting response... 200 OK
Length: 46950706 (45M) [application/octet-stream]
Saving to: ‘Dump/md5sums.gz’

     0K .......... .......... .......... .......... ..........  0%  468K 98s
    50K .......... .......... .......... .......... ..........  0%  985K 72s
   100K .......... .......... .......... .......... ..........  0% 99.5M 48s
   150K .......... .......... .......... .......... ..........  0% 1.01M 47s
   200K .......... .......... .......... .......... ..........  0% 94.9M 38s
   250K .......... .......... .......... .......... ..........  0% 95.0M 31s
   300K .......... .......... .......... .......... ..........  0% 1.04M 33s
   350K .......... .......... .......... .......... ..........  0%  118M 29s
   400K .......... .......... .......... .......... ..........  0%  137M 26s
   450K .......... .......... .......... .......... ..........  1%  124M 23s
   500K .......... .......... .......... .......... ..........  1%  108M 21s
   550K .......... .......... .......... .......... ..........  1%  103M 19s
   600K .......... .......... .......... .......... ..........  1%  105M 18s
   650K .......... .......... .......... .......... ..........  1% 1.08M 19s
   700K .......... .......... .......... .......... ..........  1% 84.5M 18s
   750K .......... .......... .......... .......... ..........  1% 76.1M 17s
   800K .......... .......... .......... .......... ..........  1% 94.5M 16s
   850K .......... .......... .......... .......... ..........  1% 98.7M 15s
   900K .......... .......... .......... .......... ..........  2% 75.4M 14s
   950K .......... .......... .......... .......... ..........  2% 77.4M 14s
  1000K .......... .......... .......... .......... ..........  2% 92.2M 13s
  1050K .......... .......... .......... .......... ..........  2% 84.6M 12s
  1100K .......... .......... .......... .......... ..........  2% 83.5M 12s
  1150K .......... .......... .......... .......... ..........  2% 73.2M 11s
  1200K .......... .......... .......... .......... ..........  2% 94.5M 11s
  1250K .......... .......... .......... .......... ..........  2% 32.5M 11s
  1300K .......... .......... .......... .......... ..........  2%  151M 10s
  1350K .......... .......... .......... .......... ..........  3% 1.23M 11s
  1400K .......... .......... .......... .......... ..........  3%  113M 11s
  1450K .......... .......... .......... .......... ..........  3% 91.5M 10s
  1500K .......... .......... .......... .......... ..........  3%  127M 10s
  1550K .......... .......... .......... .......... ..........  3%  119M 10s
  1600K .......... .......... .......... .......... ..........  3%  129M 9s
  1650K .......... .......... .......... .......... ..........  3% 95.9M 9s
  1700K .......... .......... .......... .......... ..........  3%  131M 9s
  1750K .......... .......... .......... .......... ..........  3% 93.4M 9s
  1800K .......... .......... .......... .......... ..........  4%  123M 8s
  1850K .......... .......... .......... .......... ..........  4%  110M 8s
  1900K .......... .......... .......... .......... ..........  4%  111M 8s
  1950K .......... .......... .......... .......... ..........  4%  124M 8s
  2000K .......... .......... .......... .......... ..........  4% 79.7M 8s
  2050K .......... .......... .......... .......... ..........  4%  146M 7s
  2100K .......... .......... .......... .......... ..........  4%  124M 7s
  2150K .......... .......... .......... .......... ..........  4%  102M 7s
  2200K .......... .......... .......... .......... ..........  4%  128M 7s
  2250K .......... .......... .......... .......... ..........  5%  104M 7s
  2300K .......... .......... .......... .......... ..........  5%  119M 7s
  2350K .......... .......... .......... .......... ..........  5%  121M 6s
  2400K .......... .......... .......... .......... ..........  5% 93.5M 6s
  2450K .......... .......... .......... .......... ..........  5%  136M 6s
  2500K .......... .......... .......... .......... ..........  5%  108M 6s
  2550K .......... .......... .......... .......... ..........  5%  108M 6s
  2600K .......... .......... .......... .......... ..........  5%  109M 6s
  2650K .......... .......... .......... .......... ..........  5%  105M 6s
  2700K .......... .......... .......... .......... ..........  5%  119M 6s
  2750K .......... .......... .......... .......... ..........  6% 1.34M 6s
  2800K .......... .......... .......... .......... ..........  6%  134M 6s
  2850K .......... .......... .......... .......... ..........  6% 92.5M 6s
  2900K .......... .......... .......... .......... ..........  6%  117M 6s
  2950K .......... .......... .......... .......... ..........  6%  127M 6s
  3000K .......... .......... .......... .......... ..........  6%  135M 6s
  3050K .......... .......... .......... .......... ..........  6% 72.1M 6s
  3100K .......... .......... .......... .......... ..........  6%  125M 5s
  3150K .......... .......... .......... .......... ..........  6%  117M 5s
  3200K .......... .......... .......... .......... ..........  7%  141M 5s
