--2024-04-02 22:30:01--  http://ftp.ru.debian.org/debian/indices/files/typical.files
Resolving ftp.ru.debian.org (ftp.ru.debian.org)... 85.143.112.112
Connecting to ftp.ru.debian.org (ftp.ru.debian.org)|85.143.112.112|:80... connected.
HTTP request sent, awaiting response... 200 OK
Length: 51372396 (49M) [application/octet-stream]
Saving to: ‘Dump/typical.files’

     0K .......... .......... .......... .......... ..........  0%  511K 98s
    50K .......... .......... .......... .......... ..........  0% 1.03M 73s
   100K .......... .......... .......... .......... ..........  0% 11.1M 50s
   150K .......... .......... .......... .......... ..........  0% 91.3M 38s
   200K .......... .......... .......... .......... ..........  0% 1.01M 40s
   250K .......... .......... .......... .......... ..........  0%  112M 33s
   300K .......... .......... .......... .......... ..........  0%  119M 28s
   350K .......... .......... .......... .......... ..........  0%  109M 25s
   400K .......... .......... .......... .......... ..........  0% 1.06M 27s
   450K .......... .......... .......... .......... ..........  0% 88.8M 25s
   500K .......... .......... .......... .......... ..........  1% 82.5M 22s
   550K .......... .......... .......... .......... ..........  1% 76.5M 20s
   600K .......... .......... .......... .......... ..........  1% 94.8M 19s
   650K .......... .......... .......... .......... ..........  1% 95.6M 18s
   700K .......... .......... .......... .......... ..........  1% 97.7M 16s
   750K .......... .......... .......... .......... ..........  1% 81.3M 15s
   800K .......... .......... .......... .......... ..........  1%  141M 15s
   850K .......... .......... .......... .......... ..........  1% 1.13M 16s
   900K .......... .......... .......... .......... ..........  1%  141M 15s
   950K .......... .......... .......... .......... ..........  1%  125M 14s
  1000K .......... .......... .......... .......... ..........  2%  144M 14s
  1050K .......... .......... .......... .......... ..........  2%  120M 13s
  1100K .......... .......... .......... .......... ..........  2%  138M 13s
  1150K .......... .......... .......... .......... ..........  2%  134M 12s
  1200K .......... .......... .......... .......... ..........  2%  122M 12s
  1250K .......... .......... .......... .......... ..........  2%  113M 11s
  1300K .......... .......... .......... .......... ..........  2%  112M 11s
  1350K .......... .......... .......... .......... ..........  2%  114M 10s
  1400K .......... .......... .......... .......... ..........  2%  106M 10s
  1450K .......... .......... .......... .......... ..........  2% 98.8M 10s
  1500K .......... .......... .......... .......... ..........  3% 97.8M 9s
  1550K .......... .......... .......... .......... ..........  3%  130M 9s
  1600K .......... .......... .......... .......... ..........  3%  123M 9s
  1650K .......... .......... .......... .......... ..........  3%  111M 9s
  1700K .......... .......... .......... .......... ..........  3%  107M 8s
  1750K .......... .......... .......... .......... ..........  3% 1.19M 9s
  1800K .......... .......... .......... .......... ..........  3% 75.8M 9s
  1850K .......... .......... .......... .......... ..........  3% 71.4M 9s
  1900K .......... .......... .......... .......... ..........  3% 84.2M 8s
  1950K .......... .......... .......... .......... ..........  3% 77.1M 8s
  2000K .......... .......... .......... .......... ..........  4% 84.1M 8s
  2050K .......... .......... .......... .......... ..........  4% 69.4M 8s
  2100K .......... .......... .......... .......... ..........  4% 79.0M 8s
  2150K .......... .......... .......... .......... ..........  4% 79.9M 8s
  2200K .......... .......... .......... .......... ..........  4% 75.6M 7s
  2250K .......... .......... .......... .......... ..........  4% 68.4M 7s
  2300K .......... .......... .......... .......... ..........  4% 72.8M 7s
  2350K .......... .......... .......... .......... ..........  4% 82.5M 7s
  2400K .......... .......... .......... .......... ..........  4% 75.8M 7s
  2450K .......... .......... .......... .......... ..........  4% 71.9M 7s
  2500K .......... .......... .......... .......... ..........  5% 85.4M 7s
  2550K .......... .......... .......... .......... ..........  5% 82.8M 6s
  2600K .......... .......... .......... .......... ..........  5% 81.3M 6s
  2650K .......... .......... .......... .......... ..........  5% 71.9M 6s
  2700K .......... .......... .......... .......... ..........  5% 70.5M 6s
  2750K .......... .......... .......... .......... ..........  5% 91.9M 6s
  2800K .......... .......... .......... .......... ..........  5% 83.0M 6s
  2850K .......... .......... .......... .......... ..........  5% 70.6M 6s
  2900K .......... .......... .......... .......... ..........  5% 85.8M 6s
  2950K .......... .......... .......... .......... ..........  5% 85.1M 6s
  3000K .......... .......... .......... .......... ..........  6% 95.0M 6s
  3050K .......... .......... .......... .......... ..........  6% 78.9M 5s
  3100K .......... .......... .......... .......... ..........  6% 97.5M 5s
  3150K .......... .......... .......... .......... ..........  6%  105M 5s
